"일자","요일","도로명","링크아이디","시점명","종점명","방향","거리","차선수","기능유형구분","도심.외곽구분","권역구분","X18시"
20200802,"일","선릉로",1220011000,"영동4교","개포고교","상행",285,2,"기타도로","외곽","강남구",19.73
20200802,"일","선릉로",1220008600,"개포고교","개포시립도서관입구","상행",437,2,"기타도로","외곽","강남구",25.83
20200802,"일","선릉로",1220007400,"개포시립도서관입구","구룡마을입구","상행",417,2,"기타도로","외곽","강남구",22.28
20200802,"일","선릉로",1220007500,"구룡마을입구","개포시립도서관입구","하행",419,2,"기타도로","외곽","강남구",26.03
20200802,"일","선릉로",1220008700,"개포시립도서관입구","개포고교","하행",438,2,"기타도로","외곽","강남구",21.05
20200802,"일","선릉로",1220011100,"개포고교","영동4교","하행",283,2,"기타도로","외곽","강남구",28.65
20200802,"일","선릉로",1220014100,"영동4교","도곡역","하행",441,2,"기타도로","외곽","강남구",22.92
20200802,"일","선릉로",1220019300,"도곡역","한티역","하행",637,3,"기타도로","외곽","강남구",25.26
20200802,"일","선릉로",1220023200,"한티역","도성초교","하행",505,3,"기타도로","외곽","강남구",21.24
20200802,"일","선릉로",1220025900,"도성초교","선릉역","하행",470,2,"기타도로","외곽","강남구",20.87
20200802,"일","선릉로",1220027700,"선릉역","삼릉공원","하행",808,2,"기타도로","외곽","강남구",23.51
20200802,"일","선릉로",1220031100,"삼릉공원","강남구청역","하행",803,2,"기타도로","외곽","강남구",22.54
20200802,"일","선릉로",1220033500,"강남구청역","학동사거리","하행",690,2,"기타도로","외곽","강남구",22.5
20200802,"일","선릉로",1220035500,"학동사거리","압구정로데오역","하행",533,3,"기타도로","외곽","강남구",22.91
20200802,"일","선릉로",1220036500,"압구정로데오역","압구정한양아파트","하행",315,2,"기타도로","외곽","강남구",21.8
20200802,"일","압구정로",1220035900,"청담사거리","압구정로데오역","상행",769,3,"보조간선도로","외곽","강남구",21.05
20200802,"일","압구정로",1220036300,"압구정로데오역","성수대교남단교차로","상행",636,2,"보조간선도로","외곽","강남구",21.87
20200802,"일","압구정로",1220036000,"성수대교남단교차로","압구정역","상행",531,2,"보조간선도로","외곽","강남구",20.4
20200802,"일","압구정로",1220035000,"압구정역","한남IC동측","상행",968,2,"보조간선도로","외곽","강남구",17.22
20200802,"일","압구정로",1220035100,"한남IC동측","압구정역","하행",968,2,"보조간선도로","외곽","강남구",16.21
20200802,"일","압구정로",1220036100,"압구정역","성수대교남단교차로","하행",526,2,"보조간선도로","외곽","강남구",21.08
20200802,"일","압구정로",1220036200,"성수대교남단교차로","압구정로데오역","하행",631,2,"보조간선도로","외곽","강남구",19.25
20200802,"일","압구정로",1220035800,"압구정로데오역","청담사거리","하행",759,3,"보조간선도로","외곽","강남구",23.89
20200802,"일","양재대로",1220000200,"구룡사앞","구룡터널","상행",851,4,"주간선도로","외곽","강남구",33.23
20200802,"일","양재대로",1220000400,"구룡터널","구룡마을입구","상행",639,4,"주간선도로","외곽","강남구",29.98
20200802,"일","양재대로",1220000600,"구룡마을입구","개포3.4단지","상행",612,4,"주간선도로","외곽","강남구",26.82
20200802,"일","양재대로",1220000800,"개포3.4단지","일원터널","상행",617,4,"주간선도로","외곽","강남구",28.39
20200802,"일","양재대로",1220012900,"일원터널","삼성서울병원","상행",628,4,"주간선도로","외곽","강남구",27.01
20200802,"일","양재대로",1220014500,"삼성서울병원","일원1동주민센터앞","상행",612,4,"주간선도로","외곽","강남구",43.13
20200802,"일","양재대로",1220017100,"일원1동주민센터앞","수서IC","상행",809,3,"주간선도로","외곽","강남구",45.61
20200802,"일","양재대로",1220018900,"수서IC","탄천교","상행",606,3,"주간선도로","외곽","강남구",26.57
20200802,"일","양재대로",1220017000,"수서IC","일원1동주민센터앞","하행",811,4,"주간선도로","외곽","강남구",38.02
20200802,"일","양재대로",1220014400,"일원1동주민센터앞","삼성서울병원","하행",612,4,"주간선도로","외곽","강남구",30.89
20200802,"일","양재대로",1220012800,"삼성서울병원","일원터널","하행",632,4,"주간선도로","외곽","강남구",40.67
20200802,"일","양재대로",1220000700,"일원터널","개포3.4단지","하행",618,4,"주간선도로","외곽","강남구",26.15
20200802,"일","양재대로",1220000500,"개포3.4단지","구룡마을입구","하행",610,4,"주간선도로","외곽","강남구",33.02
20200802,"일","양재대로",1220000300,"구룡마을입구","구룡터널","하행",638,4,"주간선도로","외곽","강남구",29.26
20200802,"일","양재대로",1220000100,"구룡터널","구룡사앞","하행",852,4,"주간선도로","외곽","강남구",40.36
20200802,"일","양재대로",1210002700,"구룡사앞","염곡사거리","하행",957,4,"주간선도로","외곽","강남구",27.99
20200802,"일","양재대로55길",1220017500,"일원1동주민센터앞","대청초교","상행",330,1,"기타도로","외곽","강남구",21.55
20200802,"일","양재대로55길",1220017400,"대청초교","일원1동주민센터앞","하행",330,2,"기타도로","외곽","강남구",16.74
20200802,"일","양재천로",1220007900,"영동2교북단","강남수도사업소","상행",477,1,"기타도로","외곽","강남구",28.45
20200802,"일","양재천로",1220009900,"강남수도사업소","영동3교","상행",568,1,"기타도로","외곽","강남구",28.21
20200802,"일","양재천로",1220011700,"영동3교","대지초교","상행",916,1,"기타도로","외곽","강남구",29.49
20200802,"일","양재천로",1220016900,"대지초교","영동6교","상행",986,1,"기타도로","외곽","강남구",29.1
20200802,"일","양재천로",1220016800,"영동6교","영동5교","하행",778,1,"기타도로","외곽","강남구",30.33
20200802,"일","양재천로",1220015200,"영동5교","대지초교","하행",209,1,"기타도로","외곽","강남구",27.26
20200802,"일","양재천로",1220011600,"대지초교","영동3교","하행",917,1,"기타도로","외곽","강남구",28.23
20200802,"일","양재천로",1220009800,"영동3교","강남수도사업소","하행",569,1,"기타도로","외곽","강남구",29.59
20200802,"일","양재천로",1220007800,"강남수도사업소","영동2교북단","하행",481,1,"기타도로","외곽","강남구",28.74
20200802,"일","양재천로",1210011400,"영동2교북단","영동1교북단","하행",708,1,"기타도로","외곽","강남구",23.6
20200802,"일","언주로",1220036800,"성수대교남단","성수대교남단교차로","상행",419,3,"주간선도로","외곽","강남구",20.75
20200802,"일","언주로",1220035200,"성수대교남단교차로","도산공원","상행",860,4,"주간선도로","외곽","강남구",26.2
20200802,"일","언주로",1220033000,"도산공원","서울세관","상행",701,4,"주간선도로","외곽","강남구",26.53
20200802,"일","언주로",1220029800,"서울세관","경복아파트","상행",829,4,"주간선도로","외곽","강남구",27.38
20200802,"일","언주로",1220027400,"경복아파트","르네상스호텔","상행",783,4,"주간선도로","외곽","강남구",25.39
20200802,"일","언주로",1220024600,"르네상스호텔","개나리아파트","상행",484,4,"주간선도로","외곽","강남구",21.39
20200802,"일","언주로",1220021400,"개나리아파트","영동세브란스","상행",509,4,"주간선도로","외곽","강남구",26.27
20200802,"일","언주로",1220016000,"영동세브란스","매봉터널","상행",702,3,"주간선도로","외곽","강남구",27.23
20200802,"일","언주로",1220011400,"매봉터널","영동3교(남단)","상행",468,4,"주간선도로","외곽","강남구",39.18
20200802,"일","언주로",1220008400,"영동3교(남단)","구룡초교","상행",418,4,"주간선도로","외곽","강남구",25.79
20200802,"일","언주로",1220006800,"구룡초교","구룡터널","상행",717,4,"주간선도로","외곽","강남구",31.67
20200802,"일","언주로",1210007800,"구룡터널","내곡IC","상행",2429,2,"주간선도로","외곽","강남구",56.7
20200802,"일","언주로",1220006900,"구룡터널","구룡초교","하행",717,4,"주간선도로","외곽","강남구",23.52
20200802,"일","언주로",1220008500,"구룡초교","영동3교(남단)","하행",418,4,"주간선도로","외곽","강남구",33.66
20200802,"일","언주로",1220011500,"영동3교(남단)","매봉터널","하행",468,4,"주간선도로","외곽","강남구",21.97
20200802,"일","언주로",1220016100,"매봉터널","영동세브란스","하행",700,3,"주간선도로","외곽","강남구",22.2
20200802,"일","언주로",1220021500,"영동세브란스","개나리아파트","하행",509,4,"주간선도로","외곽","강남구",28.11
20200802,"일","언주로",1220024700,"개나리아파트","르네상스호텔","하행",484,4,"주간선도로","외곽","강남구",21.88
20200802,"일","언주로",1220027500,"르네상스호텔","경복아파트","하행",786,4,"주간선도로","외곽","강남구",26.69
20200802,"일","언주로",1220029900,"경복아파트","서울세관","하행",821,4,"주간선도로","외곽","강남구",27.56
20200802,"일","언주로",1220033100,"서울세관","도산공원","하행",705,4,"주간선도로","외곽","강남구",26.43
20200802,"일","언주로",1220035300,"도산공원","성수대교남단교차로","하행",855,4,"주간선도로","외곽","강남구",27.4
20200802,"일","언주로",1220036900,"성수대교남단교차로","성수대교남단","하행",419,3,"주간선도로","외곽","강남구",42.36
20200802,"일","언주로",1220037300,"성수대교남단","성수대교북단","하행",852,4,"주간선도로","외곽","강남구",39.64
20200802,"일","역삼로",1220019500,"우성아파트","역삼초교","상행",324,2,"보조간선도로","외곽","강남구",15.13
20200802,"일","역삼로",1220020700,"역삼초교","구역삼세무서","상행",552,2,"보조간선도로","외곽","강남구",21.49
20200802,"일","역삼로",1220022300,"구역삼세무서","개나리아파트","상행",569,2,"보조간선도로","외곽","강남구",20.27
20200802,"일","역삼로",1220023900,"개나리아파트","도성초교","상행",587,2,"보조간선도로","외곽","강남구",26.55
20200802,"일","역삼로",1220025500,"도성초교","대치사거리","상행",745,2,"보조간선도로","외곽","강남구",16.05
20200802,"일","역삼로",1220026500,"대치사거리","휘문고교","상행",620,2,"보조간선도로","외곽","강남구",26.04
20200802,"일","역삼로",1220027100,"휘문고교","강남면허시험장","상행",337,1,"보조간선도로","외곽","강남구",32.07
20200802,"일","역삼로",1220027000,"강남면허시험장","휘문고교","하행",324,2,"보조간선도로","외곽","강남구",21.29
20200802,"일","역삼로",1220026400,"휘문고교","대치사거리","하행",619,2,"보조간선도로","외곽","강남구",14.67
20200802,"일","역삼로",1220025400,"대치사거리","도성초교","하행",745,2,"보조간선도로","외곽","강남구",18.51
20200802,"일","역삼로",1220023800,"도성초교","개나리아파트","하행",588,3,"보조간선도로","외곽","강남구",22.71
20200802,"일","역삼로",1220022200,"개나리아파트","구역삼세무서","하행",569,2,"보조간선도로","외곽","강남구",15.98
20200802,"일","역삼로",1220020600,"구역삼세무서","역삼초교","하행",552,2,"보조간선도로","외곽","강남구",24.57
20200802,"일","역삼로",1220019400,"역삼초교","우성아파트","하행",324,2,"보조간선도로","외곽","강남구",24.4
20200802,"일","영동대로",1220004800,"영동대교남단","영동대교남단교차로","상행",182,3,"주간선도로","외곽","강남구",23.92
20200802,"일","영동대로",1220004200,"영동대교남단교차로","경기고교앞","상행",601,5,"주간선도로","외곽","강남구",22.83
20200802,"일","영동대로",1220004000,"경기고교앞","코엑스","상행",704,6,"주간선도로","외곽","강남구",28.03
20200802,"일","영동대로",1220003300,"코엑스","삼성역","상행",652,5,"주간선도로","외곽","강남구",25.43
20200802,"일","영동대로",1220003100,"삼성역","휘문고교","상행",440,3,"주간선도로","외곽","강남구",24.35
20200802,"일","영동대로",1220002700,"휘문고교","대치동우성아파트","상행",512,3,"주간선도로","외곽","강남구",23.62
20200802,"일","영동대로",1220002200,"대치동우성아파트","학여울역","상행",545,3,"주간선도로","외곽","강남구",24.6
20200802,"일","영동대로",1220001900,"학여울역","영동6교","상행",273,5,"주간선도로","외곽","강남구",34.59
20200802,"일","영동대로",1220001500,"영동6교","대모산입구역","상행",342,4,"주간선도로","외곽","강남구",19.81
20200802,"일","영동대로",1220001100,"대모산입구역","공무원연금매점","상행",321,4,"주간선도로","외곽","강남구",38.68
20200802,"일","영동대로",1220000900,"공무원연금매점","일원터널","상행",312,4,"주간선도로","외곽","강남구",27.12
20200802,"일","영동대로",1220001000,"일원터널","공무원연금매점","하행",312,4,"주간선도로","외곽","강남구",30.1
20200802,"일","영동대로",1220001200,"공무원연금매점","대모산입구역","하행",321,4,"주간선도로","외곽","강남구",32.76
20200802,"일","영동대로",1220001600,"대모산입구역","영동6교","하행",342,4,"주간선도로","외곽","강남구",41.38
20200802,"일","영동대로",1220002000,"영동6교","학여울역","하행",273,6,"주간선도로","외곽","강남구",17.11
20200802,"일","영동대로",1220002300,"학여울역","대치동우성아파트","하행",545,4,"주간선도로","외곽","강남구",27.21
20200802,"일","영동대로",1220002800,"대치동우성아파트","휘문고교","하행",512,4,"주간선도로","외곽","강남구",32.58
20200802,"일","영동대로",1220003200,"휘문고교","삼성역","하행",440,4,"주간선도로","외곽","강남구",20.77
20200802,"일","영동대로",1220003400,"삼성역","코엑스","하행",652,6,"주간선도로","외곽","강남구",20.48
20200802,"일","영동대로",1220004100,"코엑스","경기고교앞","하행",704,5,"주간선도로","외곽","강남구",26.38
20200802,"일","영동대로",1220004300,"경기고교앞","영동대교남단교차로","하행",598,6,"주간선도로","외곽","강남구",31.01
20200802,"일","영동대로",1220004900,"영동대교남단교차로","영동대교남단","하행",178,3,"주간선도로","외곽","강남구",43.91
20200802,"일","영동대로",1220005300,"영동대교남단","영동대교북단","하행",859,3,"주간선도로","외곽","강남구",47.42
20200802,"일","올림픽대로",1220004500,"올림픽대로동부간선JC","영동대교남단","상행",1237,4,"도시고속도로","외곽","강남구",71
20200802,"일","올림픽대로",1220005500,"영동대교남단","성수대교남단","상행",1996,4,"도시고속도로","외곽","강남구",67.67
20200802,"일","올림픽대로",1220005600,"성수대교남단","동호대교남단","상행",1032,4,"도시고속도로","외곽","강남구",52.67
20200802,"일","올림픽대로",1210006400,"동호대교남단","한남대교남단","상행",1155,4,"도시고속도로","외곽","강남구",23.42
20200802,"일","올림픽대로",1220005700,"동호대교남단","성수대교남단","하행",1016,4,"도시고속도로","외곽","강남구",54.75
20200802,"일","올림픽대로",1220005400,"성수대교남단","영동대교남단","하행",1995,4,"도시고속도로","외곽","강남구",38.67
20200802,"일","올림픽대로",1220004400,"영동대교남단","올림픽대로동부간선JC","하행",1250,4,"도시고속도로","외곽","강남구",54.17
20200802,"일","올림픽대로",1230004500,"올림픽대로동부간선JC","청담IC","하행",411,4,"도시고속도로","외곽","강남구",65.92
20200802,"일","일원로",1220017800,"대청역","영희초교","상행",312,2,"기타도로","외곽","강남구",16.33
20200802,"일","일원로",1220014800,"영희초교","삼성서울병원","상행",266,2,"기타도로","외곽","강남구",15.16
20200802,"일","일원로",1220010800,"삼성서울병원","일원역","상행",638,2,"기타도로","외곽","강남구",22.1
20200802,"일","일원로",1220010900,"일원역","삼성서울병원","하행",640,2,"기타도로","외곽","강남구",18.66
20200802,"일","일원로",1220014900,"삼성서울병원","영희초교","하행",266,2,"기타도로","외곽","강남구",16.4
20200802,"일","일원로",1220017900,"영희초교","대청역","하행",312,2,"기타도로","외곽","강남구",25.74
20200802,"일","자곡로",1220043900,"강남구-송파구경계","못골마을","상행",890,3,"기타도로","외곽","강남구",24.74
20200802,"일","자곡로",1220043800,"못골마을","강남구-송파구경계","하행",891,3,"기타도로","외곽","강남구",28.29
20200802,"일","잠원로",1210030400,"한남IC동측","한남IC서측(설악아파트)","상행",304,3,"보조간선도로","외곽","강남구",26.49
20200802,"일","테헤란로",1220028800,"강남경찰서","삼성역","상행",311,4,"주간선도로","외곽","강남구",24.16
20200802,"일","테헤란로",1220028000,"삼성역","포스코사거리","상행",622,4,"주간선도로","외곽","강남구",22.61
20200802,"일","테헤란로",1220026800,"포스코사거리","선릉역","상행",721,4,"주간선도로","외곽","강남구",23.95
20200802,"일","테헤란로",1220026000,"선릉역","르네상스호텔","상행",590,4,"주간선도로","외곽","강남구",20.39
20200802,"일","테헤란로",1220025200,"르네상스호텔","역삼역","상행",555,4,"주간선도로","외곽","강남구",24.23
20200802,"일","테헤란로",1220024000,"역삼역","국기원앞","상행",557,4,"주간선도로","외곽","강남구",30.79
20200802,"일","테헤란로",1220023300,"국기원앞","강남역","상행",324,4,"주간선도로","외곽","강남구",16.15
20200802,"일","테헤란로",1220024100,"국기원앞","역삼역","하행",557,4,"주간선도로","외곽","강남구",21.48
20200802,"일","테헤란로",1220025300,"역삼역","르네상스호텔","하행",555,4,"주간선도로","외곽","강남구",19.8
20200802,"일","테헤란로",1220026100,"르네상스호텔","선릉역","하행",589,4,"주간선도로","외곽","강남구",29.67
20200802,"일","테헤란로",1220026900,"선릉역","포스코사거리","하행",721,4,"주간선도로","외곽","강남구",23.84
20200802,"일","테헤란로",1220028100,"포스코사거리","삼성역","하행",622,4,"주간선도로","외곽","강남구",20.05
20200802,"일","테헤란로",1220028900,"삼성역","강남경찰서","하행",311,4,"주간선도로","외곽","강남구",33.14
20200802,"일","테헤란로",1220029500,"강남경찰서","정신여중고앞","하행",380,4,"주간선도로","외곽","강남구",36.86
20200802,"일","테헤란로114길",1220028400,"강남경찰서","강남면허시험장","상행",327,1,"기타도로","외곽","강남구",28.65
20200802,"일","테헤란로114길",1220028500,"강남면허시험장","강남경찰서","하행",318,1,"기타도로","외곽","강남구",10.97
20200802,"일","테헤란로115길",1220032400,"올림픽대로동부간선분기점","봉은교","상행",322,1,"보조간선도로","외곽","강남구",16.67
20200802,"일","테헤란로115길",1220028700,"강남면허시험장","삼성교서측","하행",349,2,"보조간선도로","외곽","강남구",16.17
20200802,"일","테헤란로115길",1220030300,"삼성교서측","봉은교","하행",600,2,"보조간선도로","외곽","강남구",23.33
20200802,"일","테헤란로115길",1220032500,"봉은교","올림픽대로동부간선분기점","하행",326,2,"보조간선도로","외곽","강남구",28.29
20200802,"일","학동로",1220033800,"봉은초교","경기고교앞","상행",285,2,"보조간선도로","외곽","강남구",27.47
20200802,"일","학동로",1220033200,"경기고교앞","청담공원앞","상행",619,3,"보조간선도로","외곽","강남구",19.73
20200802,"일","학동로",1220032800,"청담공원앞","강남구청역","상행",812,3,"보조간선도로","외곽","강남구",28.24
20200802,"일","학동로",1220032000,"강남구청역","서울세관","상행",559,3,"보조간선도로","외곽","강남구",21.62
20200802,"일","학동로",1220031200,"서울세관","학동역","상행",438,3,"보조간선도로","외곽","강남구",27.95
20200802,"일","학동로",1220030400,"학동역","논현역","상행",891,3,"보조간선도로","외곽","강남구",21.11
20200802,"일","학동로",1220031300,"학동역","서울세관","하행",437,3,"보조간선도로","외곽","강남구",14.44
20200802,"일","학동로",1220032100,"서울세관","강남구청역","하행",558,3,"보조간선도로","외곽","강남구",25.26
20200802,"일","학동로",1220032900,"강남구청역","청담공원앞","하행",812,3,"보조간선도로","외곽","강남구",23.07
20200802,"일","학동로",1220033300,"청담공원앞","경기고교앞","하행",619,3,"보조간선도로","외곽","강남구",27.78
20200802,"일","학동로",1220033900,"경기고교앞","봉은초교","하행",285,2,"보조간선도로","외곽","강남구",33.66
20200802,"일","헌릉로",1220006100,"세곡동사거리","장지교차로(동부간선도로)","상행",1523,3,"주간선도로","외곽","강남구",42.51
20200802,"일","헌릉로",1210007000,"세곡동사거리","내곡IC","하행",3084,3,"주간선도로","외곽","강남구",39.36
20200803,"월","강남대로",1220021100,"우성아파트","강남역","상행",586,4,"주간선도로","외곽","강남구",17.03
20200803,"월","강남대로",1220016200,"우성아파트","뱅뱅사거리","하행",414,4,"주간선도로","외곽","강남구",24.32
20200803,"월","개포로",1220020500,"대청초교","대청역","상행",862,2,"기타도로","외곽","강남구",26.43
20200803,"월","개포로",1220018600,"대청역","수서경찰서","상행",318,2,"기타도로","외곽","강남구",23.02
20200803,"월","개포로",1220017200,"수서경찰서","대모산입구역","상행",333,2,"기타도로","외곽","강남구",24.24
20200803,"월","개포로",1220015600,"대모산입구역","개포2동주민센터","상행",388,2,"기타도로","외곽","강남구",28.52
20200803,"월","개포로",1220013600,"개포2동주민센터","개포동역","상행",270,2,"기타도로","외곽","강남구",17.66
20200803,"월","개포로",1220012000,"개포동역","개포고교","상행",889,2,"기타도로","외곽","강남구",23.8
20200803,"월","개포로",1220008200,"개포고교","구룡초교","상행",558,2,"기타도로","외곽","강남구",14.01
20200803,"월","개포로",1220007000,"구룡초교","포이사거리","상행",888,2,"기타도로","외곽","강남구",23.26
20200803,"월","개포로",1220008300,"구룡초교","개포고교","하행",562,2,"기타도로","외곽","강남구",19.33
20200803,"월","개포로",1220012100,"개포고교","개포동역","하행",881,2,"기타도로","외곽","강남구",23.69
20200803,"월","개포로",1220013700,"개포동역","개포2동주민센터","하행",270,2,"기타도로","외곽","강남구",22.02
20200803,"월","개포로",1220015700,"개포2동주민센터","대모산입구역","하행",392,2,"기타도로","외곽","강남구",20.14
20200803,"월","개포로",1220017300,"대모산입구역","수서경찰서","하행",333,2,"기타도로","외곽","강남구",16.42
20200803,"월","개포로",1220018700,"수서경찰서","대청역","하행",318,2,"기타도로","외곽","강남구",29.47
20200803,"월","개포로",1220020400,"대청역","대청초교","하행",842,2,"기타도로","외곽","강남구",23.55
20200803,"월","광평로",1220008000,"일원터널","일원역","상행",1031,2,"주간선도로","외곽","강남구",23.11
20200803,"월","광평로",1220010100,"일원역","수서역","상행",1693,2,"주간선도로","외곽","강남구",22.67
20200803,"월","광평로",1220013300,"수서역","광평교","상행",724,3,"주간선도로","외곽","강남구",25.51
20200803,"월","광평로",1220010000,"수서역","일원역","하행",1691,3,"주간선도로","외곽","강남구",27.63
20200803,"월","광평로",1220008100,"일원역","일원터널","하행",999,3,"주간선도로","외곽","강남구",28.74
20200803,"월","남부순환로",1220012500,"매봉역","매봉터널","상행",458,4,"주간선도로","외곽","강남구",15.79
20200803,"월","남부순환로",1220014300,"매봉터널","도곡역","상행",564,4,"주간선도로","외곽","강남구",15.2
20200803,"월","남부순환로",1220018500,"도곡역","대치역","상행",798,4,"주간선도로","외곽","강남구",23.43
20200803,"월","남부순환로",1220021300,"대치역","학여울역","상행",628,4,"주간선도로","외곽","강남구",18.87
20200803,"월","남부순환로",1220022800,"학여울역","탄천1교서측","상행",955,3,"주간선도로","외곽","강남구",34.07
20200803,"월","남부순환로",1220023500,"탄천1교서측","남부순환로탄천IC합류","상행",393,4,"주간선도로","외곽","강남구",49.78
20200803,"월","남부순환로",1220022000,"남부순환로탄천IC합류","남부순환로탄천IC진입","상행",644,4,"주간선도로","외곽","강남구",56.15
20200803,"월","남부순환로",1220020200,"남부순환로탄천IC진입","수서IC","상행",698,3,"주간선도로","외곽","강남구",53.78
20200803,"월","남부순환로",1220020300,"수서IC","남부순환로탄천IC진입","하행",706,3,"주간선도로","외곽","강남구",29.83
20200803,"월","남부순환로",1220022100,"남부순환로탄천IC진입","남부순환로탄천IC합류","하행",644,3,"주간선도로","외곽","강남구",57.44
20200803,"월","남부순환로",1220023600,"남부순환로탄천IC합류","탄천1교서측","하행",393,2,"주간선도로","외곽","강남구",40.65
20200803,"월","남부순환로",1220022700,"탄천1교서측","학여울역","하행",955,4,"주간선도로","외곽","강남구",27.72
20200803,"월","남부순환로",1220021200,"학여울역","대치역","하행",629,4,"주간선도로","외곽","강남구",12.27
20200803,"월","남부순환로",1220018400,"대치역","도곡역","하행",798,4,"주간선도로","외곽","강남구",17.93
20200803,"월","남부순환로",1220014200,"도곡역","매봉터널","하행",564,4,"주간선도로","외곽","강남구",25.56
20200803,"월","남부순환로",1220012400,"매봉터널","매봉역","하행",458,4,"주간선도로","외곽","강남구",32.08
20200803,"월","남부순환로",1220010600,"매봉역","양재전화국","하행",368,4,"주간선도로","외곽","강남구",11.77
20200803,"월","논현로",1220036600,"동호대교남단","압구정역","상행",634,2,"주간선도로","외곽","강남구",22.55
20200803,"월","논현로",1220034400,"압구정역","강남을지병원","상행",833,2,"주간선도로","외곽","강남구",8.68
20200803,"월","논현로",1220032200,"강남을지병원","학동역","상행",677,3,"주간선도로","외곽","강남구",25.05
20200803,"월","논현로",1220029600,"학동역","차병원","상행",792,3,"주간선도로","외곽","강남구",15.08
20200803,"월","논현로",1220026200,"차병원","역삼역","상행",768,3,"주간선도로","외곽","강남구",20.93
20200803,"월","논현로",1220022900,"역삼역","구역삼세무서","상행",589,3,"주간선도로","외곽","강남구",16.52
20200803,"월","논현로",1220019800,"구역삼세무서","도곡1동주민센터","상행",409,3,"주간선도로","외곽","강남구",14.89
20200803,"월","논현로",1220013400,"도곡1동주민센터","양재전화국","상행",770,3,"주간선도로","외곽","강남구",20.23
20200803,"월","논현로",1220007200,"영동2교북단","포이사거리","상행",254,3,"주간선도로","외곽","강남구",20.86
20200803,"월","논현로",1220006300,"구룡사앞","국악고교앞","하행",319,3,"주간선도로","외곽","강남구",18.85
20200803,"월","논현로",1220007700,"영동2교북단","영동2교교차로","하행",177,3,"주간선도로","외곽","강남구",14.47
20200803,"월","논현로",1220019900,"도곡1동주민센터","구역삼세무서","하행",409,3,"주간선도로","외곽","강남구",21.37
20200803,"월","논현로",1220023000,"구역삼세무서","역삼역","하행",589,3,"주간선도로","외곽","강남구",23.7
20200803,"월","논현로",1220026300,"역삼역","차병원","하행",768,3,"주간선도로","외곽","강남구",12.34
20200803,"월","논현로",1220029700,"차병원","학동역","하행",792,3,"주간선도로","외곽","강남구",23.19
20200803,"월","논현로",1220032300,"학동역","강남을지병원","하행",676,3,"주간선도로","외곽","강남구",8.1
20200803,"월","논현로",1220034500,"강남을지병원","압구정역","하행",835,3,"주간선도로","외곽","강남구",27.01
20200803,"월","논현로",1220036700,"압구정역","동호대교남단","하행",641,2,"주간선도로","외곽","강남구",36.39
20200803,"월","논현로",1220037100,"동호대교남단","동호대교북단","하행",1024,2,"주간선도로","외곽","강남구",21.6
20200803,"월","도곡로",1220016700,"싸리고개공원입구","도곡1동주민센터","상행",551,3,"보조간선도로","외곽","강남구",19.82
20200803,"월","도곡로",1220019100,"도곡1동주민센터","영동세브란스","상행",554,3,"보조간선도로","외곽","강남구",13.44
20200803,"월","도곡로",1220020900,"영동세브란스","한티역","상행",593,4,"보조간선도로","외곽","강남구",25.27
20200803,"월","도곡로",1220022600,"한티역","은마아파트입구","상행",764,4,"보조간선도로","외곽","강남구",17.38
20200803,"월","도곡로",1220024300,"은마아파트입구","대치동우성아파트","상행",624,4,"보조간선도로","외곽","강남구",11.46
20200803,"월","도곡로",1220025700,"대치동우성아파트","탄천2교","상행",886,3,"보조간선도로","외곽","강남구",39.85
20200803,"월","도곡로",1220024200,"대치동우성아파트","은마아파트입구","하행",625,3,"보조간선도로","외곽","강남구",14.45
20200803,"월","도곡로",1220022500,"은마아파트입구","한티역","하행",764,4,"보조간선도로","외곽","강남구",13.17
20200803,"월","도곡로",1220020800,"한티역","영동세브란스","하행",592,3,"보조간선도로","외곽","강남구",19.31
20200803,"월","도곡로",1220019000,"영동세브란스","도곡1동주민센터","하행",554,3,"보조간선도로","외곽","강남구",21.31
20200803,"월","도곡로",1220016600,"도곡1동주민센터","싸리고개공원입구","하행",551,3,"보조간선도로","외곽","강남구",26.65
20200803,"월","도곡로",1220015400,"싸리고개공원입구","뱅뱅사거리","하행",328,3,"보조간선도로","외곽","강남구",19.73
20200803,"월","도산대로",1220034800,"영동대교남단교차로","청담사거리","상행",642,4,"보조간선도로","외곽","강남구",24.23
20200803,"월","도산대로",1220034600,"청담사거리","학동사거리","상행",732,5,"보조간선도로","외곽","강남구",20.07
20200803,"월","도산대로",1220034200,"학동사거리","도산공원","상행",505,5,"보조간선도로","외곽","강남구",13.57
20200803,"월","도산대로",1220033600,"도산공원","강남을지병원","상행",545,5,"보조간선도로","외곽","강남구",10.24
20200803,"월","도산대로",1220032600,"강남을지병원","신사역","상행",855,5,"보조간선도로","외곽","강남구",15.62
20200803,"월","도산대로",1220033700,"강남을지병원","도산공원","하행",545,4,"보조간선도로","외곽","강남구",20.55
20200803,"월","도산대로",1220034300,"도산공원","학동사거리","하행",505,5,"보조간선도로","외곽","강남구",22.33
20200803,"월","도산대로",1220034700,"학동사거리","청담사거리","하행",732,4,"보조간선도로","외곽","강남구",20.93
20200803,"월","도산대로",1220034900,"청담사거리","영동대교남단교차로","하행",642,3,"보조간선도로","외곽","강남구",29.4
20200803,"월","밤고개로",1220005900,"밤고개로성남시계","세곡동사거리","상행",279,4,"주간선도로","외곽","강남구",31.26
